text,greeting,track_order,find_by_email,check_return,return_order
Can you track my order and check the return status asap,0,1,0,1,0
Track the delivery and also see if I returned it now,0,1,0,1,0
Has my order shipped and is the return processed!,0,1,0,1,0
Give me tracking info and return update please,0,1,0,1,0
Track the delivery and also see if I returned it now,0,1,0,1,0
Track the delivery and also see if I returned it!,0,1,0,1,0
Give me tracking info and return update now,0,1,0,1,0
Can you track my order and check the return status!,0,1,0,1,0
Give me tracking info and return update!,0,1,0,1,0
Track the delivery and also see if I returned it please,0,1,0,1,0
Give me tracking info and return update,0,1,0,1,0
Track the delivery and also see if I returned it asap,0,1,0,1,0
I want to know where my order is and if the return is complete,0,1,0,1,0
Can you track my order and check the return status now,0,1,0,1,0
I want to know where my order is and if the return is complete.,0,1,0,1,0
Can you track my order and check the return status,0,1,0,1,0
Give me tracking info and return update please,0,1,0,1,0
I want to know where my order is and if the return is complete asap,0,1,0,1,0
Track the delivery and also see if I returned it asap,0,1,0,1,0
Give me tracking info and return update now,0,1,0,1,0
Can you track my order and check the return status.,0,1,0,1,0
I want to know where my order is and if the return is complete asap,0,1,0,1,0
I want to know where my order is and if the return is complete.,0,1,0,1,0
I want to know where my order is and if the return is complete,0,1,0,1,0
Track the delivery and also see if I returned it asap,0,1,0,1,0
Can you track my order and check the return status,0,1,0,1,0
Give me tracking info and return update asap,0,1,0,1,0
I want to know where my order is and if the return is complete asap,0,1,0,1,0
Give me tracking info and return update asap,0,1,0,1,0
Has my order shipped and is the return processed please,0,1,0,1,0
Give me tracking info and return update now,0,1,0,1,0
Has my order shipped and is the return processed now,0,1,0,1,0
Has my order shipped and is the return processed!,0,1,0,1,0
Has my order shipped and is the return processed asap,0,1,0,1,0
Can you track my order and check the return status now,0,1,0,1,0
Can you track my order and check the return status asap,0,1,0,1,0
I want to know where my order is and if the return is complete please,0,1,0,1,0
Has my order shipped and is the return processed,0,1,0,1,0
I want to know where my order is and if the return is complete,0,1,0,1,0
Give me tracking info and return update!,0,1,0,1,0
Can you track my order and check the return status,0,1,0,1,0
I want to know where my order is and if the return is complete,0,1,0,1,0
Can you track my order and check the return status.,0,1,0,1,0
Give me tracking info and return update,0,1,0,1,0
Has my order shipped and is the return processed.,0,1,0,1,0
Give me tracking info and return update please,0,1,0,1,0
Track the delivery and also see if I returned it asap,0,1,0,1,0
Can you track my order and check the return status asap,0,1,0,1,0
I want to know where my order is and if the return is complete now,0,1,0,1,0
Track the delivery and also see if I returned it,0,1,0,1,0
I want to know where my order is and if the return is complete,0,1,0,1,0
Track the delivery and also see if I returned it please,0,1,0,1,0
I want to know where my order is and if the return is complete,0,1,0,1,0
Give me tracking info and return update now,0,1,0,1,0
Can you track my order and check the return status!,0,1,0,1,0
Track the delivery and also see if I returned it!,0,1,0,1,0
I want to know where my order is and if the return is complete.,0,1,0,1,0
Track the delivery and also see if I returned it,0,1,0,1,0
Can you track my order and check the return status,0,1,0,1,0
Track the delivery and also see if I returned it.,0,1,0,1,0
Track the delivery and also see if I returned it.,0,1,0,1,0
Has my order shipped and is the return processed,0,1,0,1,0
Track the delivery and also see if I returned it!,0,1,0,1,0
Can you track my order and check the return status asap,0,1,0,1,0
I want to know where my order is and if the return is complete,0,1,0,1,0
Has my order shipped and is the return processed asap,0,1,0,1,0
Has my order shipped and is the return processed now,0,1,0,1,0
Can you track my order and check the return status now,0,1,0,1,0
I want to know where my order is and if the return is complete.,0,1,0,1,0
Has my order shipped and is the return processed now,0,1,0,1,0
Has my order shipped and is the return processed please,0,1,0,1,0
Has my order shipped and is the return processed!,0,1,0,1,0
Can you track my order and check the return status!,0,1,0,1,0
Has my order shipped and is the return processed asap,0,1,0,1,0
Track the delivery and also see if I returned it please,0,1,0,1,0
Track the delivery and also see if I returned it asap,0,1,0,1,0
Has my order shipped and is the return processed please,0,1,0,1,0
I want to know where my order is and if the return is complete please,0,1,0,1,0
Give me tracking info and return update,0,1,0,1,0
Has my order shipped and is the return processed.,0,1,0,1,0
Give me tracking info and return update.,0,1,0,1,0
Has my order shipped and is the return processed!,0,1,0,1,0
Has my order shipped and is the return processed!,0,1,0,1,0
Track the delivery and also see if I returned it.,0,1,0,1,0
Give me tracking info and return update!,0,1,0,1,0
Give me tracking info and return update now,0,1,0,1,0
Give me tracking info and return update now,0,1,0,1,0
Has my order shipped and is the return processed.,0,1,0,1,0
I want to know where my order is and if the return is complete,0,1,0,1,0
Give me tracking info and return update now,0,1,0,1,0
Track the delivery and also see if I returned it now,0,1,0,1,0
Has my order shipped and is the return processed!,0,1,0,1,0
Can you track my order and check the return status now,0,1,0,1,0
Track the delivery and also see if I returned it,0,1,0,1,0
Track the delivery and also see if I returned it now,0,1,0,1,0
I want to know where my order is and if the return is complete.,0,1,0,1,0
I want to know where my order is and if the return is complete now,0,1,0,1,0
Can you track my order and check the return status!,0,1,0,1,0
Has my order shipped and is the return processed asap,0,1,0,1,0
I want to know where my order is and if the return is complete asap,0,1,0,1,0
Give me tracking info and return update,0,1,0,1,0
Track the delivery and also see if I returned it please,0,1,0,1,0
Track the delivery and also see if I returned it now,0,1,0,1,0
I want to know where my order is and if the return is complete asap,0,1,0,1,0
I want to know where my order is and if the return is complete now,0,1,0,1,0
Track the delivery and also see if I returned it please,0,1,0,1,0
Give me tracking info and return update please,0,1,0,1,0
I want to know where my order is and if the return is complete.,0,1,0,1,0
I want to know where my order is and if the return is complete asap,0,1,0,1,0
Give me tracking info and return update asap,0,1,0,1,0
I want to know where my order is and if the return is complete,0,1,0,1,0
Can you track my order and check the return status please,0,1,0,1,0
I want to know where my order is and if the return is complete.,0,1,0,1,0
Has my order shipped and is the return processed.,0,1,0,1,0
Has my order shipped and is the return processed!,0,1,0,1,0
Has my order shipped and is the return processed asap,0,1,0,1,0
Has my order shipped and is the return processed,0,1,0,1,0
Track the delivery and also see if I returned it please,0,1,0,1,0
I want to know where my order is and if the return is complete now,0,1,0,1,0
Give me tracking info and return update!,0,1,0,1,0
Track the delivery and also see if I returned it asap,0,1,0,1,0
Can you track my order and check the return status asap,0,1,0,1,0
I want to know where my order is and if the return is complete please,0,1,0,1,0
Track the delivery and also see if I returned it please,0,1,0,1,0
Has my order shipped and is the return processed please,0,1,0,1,0
Track the delivery and also see if I returned it.,0,1,0,1,0
Has my order shipped and is the return processed please,0,1,0,1,0
Has my order shipped and is the return processed asap,0,1,0,1,0
Give me tracking info and return update.,0,1,0,1,0
Give me tracking info and return update,0,1,0,1,0
Give me tracking info and return update now,0,1,0,1,0
Has my order shipped and is the return processed!,0,1,0,1,0
I want to know where my order is and if the return is complete,0,1,0,1,0
Track the delivery and also see if I returned it now,0,1,0,1,0
I want to know where my order is and if the return is complete please,0,1,0,1,0
Give me tracking info and return update please,0,1,0,1,0
Track the delivery and also see if I returned it asap,0,1,0,1,0
Track the delivery and also see if I returned it,0,1,0,1,0
Give me tracking info and return update now,0,1,0,1,0
Can you track my order and check the return status,0,1,0,1,0
I want to know where my order is and if the return is complete asap,0,1,0,1,0
I want to know where my order is and if the return is complete.,0,1,0,1,0
Has my order shipped and is the return processed now,0,1,0,1,0
Give me tracking info and return update please,0,1,0,1,0
I want to know where my order is and if the return is complete!,0,1,0,1,0
Track the delivery and also see if I returned it asap,0,1,0,1,0
I want to know where my order is and if the return is complete!,0,1,0,1,0
Give me tracking info and return update,0,1,0,1,0
Can you track my order and check the return status please,0,1,0,1,0
Has my order shipped and is the return processed,0,1,0,1,0
Can you track my order and check the return status now,0,1,0,1,0
Give me tracking info and return update.,0,1,0,1,0
Give me tracking info and return update asap,0,1,0,1,0
Has my order shipped and is the return processed!,0,1,0,1,0
Track the delivery and also see if I returned it please,0,1,0,1,0
Has my order shipped and is the return processed please,0,1,0,1,0
Give me tracking info and return update!,0,1,0,1,0
I want to know where my order is and if the return is complete asap,0,1,0,1,0
Has my order shipped and is the return processed.,0,1,0,1,0
Can you track my order and check the return status please,0,1,0,1,0
Can you track my order and check the return status now,0,1,0,1,0
Track the delivery and also see if I returned it.,0,1,0,1,0
Can you track my order and check the return status!,0,1,0,1,0
Give me tracking info and return update.,0,1,0,1,0
Track the delivery and also see if I returned it asap,0,1,0,1,0
Track the delivery and also see if I returned it!,0,1,0,1,0
Track the delivery and also see if I returned it.,0,1,0,1,0
Has my order shipped and is the return processed asap,0,1,0,1,0
Give me tracking info and return update now,0,1,0,1,0
Has my order shipped and is the return processed,0,1,0,1,0
Can you track my order and check the return status now,0,1,0,1,0
I want to know where my order is and if the return is complete asap,0,1,0,1,0
Track the delivery and also see if I returned it.,0,1,0,1,0
I want to know where my order is and if the return is complete,0,1,0,1,0
Has my order shipped and is the return processed now,0,1,0,1,0
Track the delivery and also see if I returned it asap,0,1,0,1,0
Has my order shipped and is the return processed please,0,1,0,1,0
I want to know where my order is and if the return is complete asap,0,1,0,1,0
I want to know where my order is and if the return is complete,0,1,0,1,0
Has my order shipped and is the return processed,0,1,0,1,0
Has my order shipped and is the return processed please,0,1,0,1,0
Can you track my order and check the return status.,0,1,0,1,0
Can you track my order and check the return status,0,1,0,1,0
Has my order shipped and is the return processed now,0,1,0,1,0
Track the delivery and also see if I returned it!,0,1,0,1,0
Has my order shipped and is the return processed.,0,1,0,1,0
Can you track my order and check the return status!,0,1,0,1,0
Has my order shipped and is the return processed!,0,1,0,1,0
Has my order shipped and is the return processed now,0,1,0,1,0
I want to know where my order is and if the return is complete asap,0,1,0,1,0
Has my order shipped and is the return processed.,0,1,0,1,0
I want to know where my order is and if the return is complete.,0,1,0,1,0
I want to know where my order is and if the return is complete asap,0,1,0,1,0
I want to know where my order is and if the return is complete!,0,1,0,1,0
Has my order shipped and is the return processed now,0,1,0,1,0
Has my order shipped and is the return processed now,0,1,0,1,0
Can you track my order and check the return status,0,1,0,1,0
I want to know where my order is and if the return is complete,0,1,0,1,0
Can you track my order and check the return status,0,1,0,1,0
I want to know where my order is and if the return is complete.,0,1,0,1,0
Has my order shipped and is the return processed.,0,1,0,1,0
Can you track my order and check the return status now,0,1,0,1,0
Has my order shipped and is the return processed please,0,1,0,1,0
Give me tracking info and return update please,0,1,0,1,0
I want to know where my order is and if the return is complete asap,0,1,0,1,0
I want to know where my order is and if the return is complete!,0,1,0,1,0
I want to know where my order is and if the return is complete.,0,1,0,1,0
I want to know where my order is and if the return is complete!,0,1,0,1,0
I want to know where my order is and if the return is complete,0,1,0,1,0
Has my order shipped and is the return processed asap,0,1,0,1,0
I want to know where my order is and if the return is complete please,0,1,0,1,0
Track the delivery and also see if I returned it now,0,1,0,1,0
Has my order shipped and is the return processed!,0,1,0,1,0
I want to know where my order is and if the return is complete now,0,1,0,1,0
Give me tracking info and return update,0,1,0,1,0
Has my order shipped and is the return processed now,0,1,0,1,0
Has my order shipped and is the return processed!,0,1,0,1,0
Give me tracking info and return update please,0,1,0,1,0
Give me tracking info and return update now,0,1,0,1,0
Can you track my order and check the return status,0,1,0,1,0
Has my order shipped and is the return processed asap,0,1,0,1,0
I want to know where my order is and if the return is complete asap,0,1,0,1,0
I want to know where my order is and if the return is complete now,0,1,0,1,0
Can you track my order and check the return status.,0,1,0,1,0
Give me tracking info and return update now,0,1,0,1,0
Give me tracking info and return update,0,1,0,1,0
Give me tracking info and return update,0,1,0,1,0
"I lost my order ID, use my email and tell me about the return asap",0,0,1,1,0
Tell me return status of my order found by email!,0,0,1,1,0
Check my return status using my email asap,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return!",0,0,1,1,0
Check my return status using my email.,0,0,1,1,0
Look up return info by email.,0,0,1,1,0
Check my return status using my email please,0,0,1,1,0
Use email to find my return details.,0,0,1,1,0
Tell me return status of my order found by email please,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return",0,0,1,1,0
Tell me return status of my order found by email please,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return now",0,0,1,1,0
Use email to find my return details now,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return now",0,0,1,1,0
Tell me return status of my order found by email asap,0,0,1,1,0
Tell me return status of my order found by email please,0,0,1,1,0
Tell me return status of my order found by email!,0,0,1,1,0
Look up return info by email asap,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return.",0,0,1,1,0
Tell me return status of my order found by email please,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return",0,0,1,1,0
Check my return status using my email,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return asap",0,0,1,1,0
Use email to find my return details now,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return",0,0,1,1,0
"I lost my order ID, use my email and tell me about the return please",0,0,1,1,0
Check my return status using my email asap,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return please",0,0,1,1,0
Use email to find my return details asap,0,0,1,1,0
Look up return info by email.,0,0,1,1,0
Look up return info by email.,0,0,1,1,0
Look up return info by email!,0,0,1,1,0
Look up return info by email asap,0,0,1,1,0
Check my return status using my email please,0,0,1,1,0
Look up return info by email please,0,0,1,1,0
Use email to find my return details!,0,0,1,1,0
Look up return info by email!,0,0,1,1,0
Look up return info by email asap,0,0,1,1,0
Tell me return status of my order found by email,0,0,1,1,0
Check my return status using my email please,0,0,1,1,0
Check my return status using my email.,0,0,1,1,0
Use email to find my return details asap,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return now",0,0,1,1,0
Tell me return status of my order found by email.,0,0,1,1,0
Check my return status using my email.,0,0,1,1,0
Tell me return status of my order found by email.,0,0,1,1,0
Tell me return status of my order found by email please,0,0,1,1,0
Use email to find my return details now,0,0,1,1,0
Look up return info by email now,0,0,1,1,0
Look up return info by email.,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return",0,0,1,1,0
"I lost my order ID, use my email and tell me about the return.",0,0,1,1,0
Look up return info by email now,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return asap",0,0,1,1,0
Check my return status using my email!,0,0,1,1,0
Tell me return status of my order found by email.,0,0,1,1,0
Look up return info by email please,0,0,1,1,0
Check my return status using my email asap,0,0,1,1,0
Look up return info by email please,0,0,1,1,0
Look up return info by email please,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return",0,0,1,1,0
Look up return info by email,0,0,1,1,0
Use email to find my return details.,0,0,1,1,0
Look up return info by email!,0,0,1,1,0
Check my return status using my email asap,0,0,1,1,0
Look up return info by email!,0,0,1,1,0
Check my return status using my email.,0,0,1,1,0
Use email to find my return details asap,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return.",0,0,1,1,0
Use email to find my return details now,0,0,1,1,0
Check my return status using my email!,0,0,1,1,0
Tell me return status of my order found by email!,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return please",0,0,1,1,0
Check my return status using my email asap,0,0,1,1,0
Look up return info by email now,0,0,1,1,0
Check my return status using my email,0,0,1,1,0
Tell me return status of my order found by email asap,0,0,1,1,0
Use email to find my return details,0,0,1,1,0
Check my return status using my email,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return now",0,0,1,1,0
"I lost my order ID, use my email and tell me about the return asap",0,0,1,1,0
Check my return status using my email.,0,0,1,1,0
Use email to find my return details please,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return.",0,0,1,1,0
"I lost my order ID, use my email and tell me about the return",0,0,1,1,0
Tell me return status of my order found by email!,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return asap",0,0,1,1,0
Use email to find my return details please,0,0,1,1,0
Use email to find my return details,0,0,1,1,0
Check my return status using my email.,0,0,1,1,0
Use email to find my return details!,0,0,1,1,0
Check my return status using my email please,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return now",0,0,1,1,0
Tell me return status of my order found by email!,0,0,1,1,0
Tell me return status of my order found by email asap,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return now",0,0,1,1,0
Look up return info by email asap,0,0,1,1,0
Tell me return status of my order found by email please,0,0,1,1,0
Use email to find my return details!,0,0,1,1,0
Use email to find my return details please,0,0,1,1,0
Check my return status using my email asap,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return",0,0,1,1,0
Look up return info by email.,0,0,1,1,0
Look up return info by email!,0,0,1,1,0
Look up return info by email please,0,0,1,1,0
Check my return status using my email!,0,0,1,1,0
Check my return status using my email please,0,0,1,1,0
Use email to find my return details!,0,0,1,1,0
Use email to find my return details!,0,0,1,1,0
Look up return info by email.,0,0,1,1,0
Check my return status using my email,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return!",0,0,1,1,0
"I lost my order ID, use my email and tell me about the return.",0,0,1,1,0
"I lost my order ID, use my email and tell me about the return!",0,0,1,1,0
"I lost my order ID, use my email and tell me about the return",0,0,1,1,0
Look up return info by email please,0,0,1,1,0
Look up return info by email.,0,0,1,1,0
Tell me return status of my order found by email now,0,0,1,1,0
Tell me return status of my order found by email now,0,0,1,1,0
Tell me return status of my order found by email,0,0,1,1,0
Use email to find my return details please,0,0,1,1,0
Check my return status using my email asap,0,0,1,1,0
Tell me return status of my order found by email now,0,0,1,1,0
Look up return info by email now,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return",0,0,1,1,0
"I lost my order ID, use my email and tell me about the return asap",0,0,1,1,0
"I lost my order ID, use my email and tell me about the return now",0,0,1,1,0
Use email to find my return details asap,0,0,1,1,0
Tell me return status of my order found by email please,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return asap",0,0,1,1,0
Tell me return status of my order found by email,0,0,1,1,0
Tell me return status of my order found by email,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return please",0,0,1,1,0
Check my return status using my email!,0,0,1,1,0
Look up return info by email asap,0,0,1,1,0
Use email to find my return details!,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return asap",0,0,1,1,0
Tell me return status of my order found by email asap,0,0,1,1,0
Check my return status using my email.,0,0,1,1,0
Tell me return status of my order found by email now,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return please",0,0,1,1,0
Tell me return status of my order found by email now,0,0,1,1,0
Tell me return status of my order found by email now,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return asap",0,0,1,1,0
"I lost my order ID, use my email and tell me about the return.",0,0,1,1,0
Look up return info by email!,0,0,1,1,0
Check my return status using my email.,0,0,1,1,0
Use email to find my return details,0,0,1,1,0
Tell me return status of my order found by email,0,0,1,1,0
Check my return status using my email.,0,0,1,1,0
Use email to find my return details!,0,0,1,1,0
Use email to find my return details,0,0,1,1,0
Check my return status using my email asap,0,0,1,1,0
Tell me return status of my order found by email.,0,0,1,1,0
Use email to find my return details please,0,0,1,1,0
Use email to find my return details!,0,0,1,1,0
Check my return status using my email please,0,0,1,1,0
Look up return info by email asap,0,0,1,1,0
Check my return status using my email!,0,0,1,1,0
Tell me return status of my order found by email!,0,0,1,1,0
Tell me return status of my order found by email!,0,0,1,1,0
Use email to find my return details please,0,0,1,1,0
Look up return info by email,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return asap",0,0,1,1,0
Check my return status using my email,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return now",0,0,1,1,0
Tell me return status of my order found by email asap,0,0,1,1,0
Use email to find my return details asap,0,0,1,1,0
Use email to find my return details now,0,0,1,1,0
Look up return info by email now,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return.",0,0,1,1,0
Tell me return status of my order found by email.,0,0,1,1,0
Use email to find my return details now,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return",0,0,1,1,0
Tell me return status of my order found by email,0,0,1,1,0
Look up return info by email.,0,0,1,1,0
Use email to find my return details please,0,0,1,1,0
Use email to find my return details!,0,0,1,1,0
Tell me return status of my order found by email,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return.",0,0,1,1,0
Use email to find my return details!,0,0,1,1,0
Check my return status using my email please,0,0,1,1,0
Use email to find my return details asap,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return.",0,0,1,1,0
Check my return status using my email,0,0,1,1,0
Tell me return status of my order found by email!,0,0,1,1,0
Use email to find my return details now,0,0,1,1,0
Check my return status using my email,0,0,1,1,0
Use email to find my return details.,0,0,1,1,0
Look up return info by email please,0,0,1,1,0
Tell me return status of my order found by email.,0,0,1,1,0
Check my return status using my email.,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return asap",0,0,1,1,0
Look up return info by email asap,0,0,1,1,0
Look up return info by email asap,0,0,1,1,0
Look up return info by email asap,0,0,1,1,0
Look up return info by email please,0,0,1,1,0
Tell me return status of my order found by email!,0,0,1,1,0
Check my return status using my email asap,0,0,1,1,0
Tell me return status of my order found by email!,0,0,1,1,0
Check my return status using my email please,0,0,1,1,0
Look up return info by email!,0,0,1,1,0
Check my return status using my email,0,0,1,1,0
Look up return info by email please,0,0,1,1,0
Use email to find my return details now,0,0,1,1,0
Use email to find my return details,0,0,1,1,0
Check my return status using my email!,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return",0,0,1,1,0
Use email to find my return details.,0,0,1,1,0
Tell me return status of my order found by email.,0,0,1,1,0
Look up return info by email asap,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return now",0,0,1,1,0
Check my return status using my email!,0,0,1,1,0
Use email to find my return details,0,0,1,1,0
Use email to find my return details asap,0,0,1,1,0
Look up return info by email asap,0,0,1,1,0
Tell me return status of my order found by email please,0,0,1,1,0
Use email to find my return details.,0,0,1,1,0
Look up return info by email.,0,0,1,1,0
Check my return status using my email.,0,0,1,1,0
Tell me return status of my order found by email,0,0,1,1,0
Use email to find my return details,0,0,1,1,0
Tell me return status of my order found by email,0,0,1,1,0
Use email to find my return details now,0,0,1,1,0
Use email to find my return details now,0,0,1,1,0
Tell me return status of my order found by email please,0,0,1,1,0
Look up return info by email,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return.",0,0,1,1,0
Use email to find my return details.,0,0,1,1,0
Check my return status using my email please,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return!",0,0,1,1,0
Tell me return status of my order found by email please,0,0,1,1,0
Look up return info by email now,0,0,1,1,0
Check my return status using my email,0,0,1,1,0
Use email to find my return details,0,0,1,1,0
Tell me return status of my order found by email asap,0,0,1,1,0
Use email to find my return details asap,0,0,1,1,0
Use email to find my return details please,0,0,1,1,0
Check my return status using my email,0,0,1,1,0
Tell me return status of my order found by email please,0,0,1,1,0
Check my return status using my email asap,0,0,1,1,0
Check my return status using my email now,0,0,1,1,0
Tell me return status of my order found by email,0,0,1,1,0
Look up return info by email.,0,0,1,1,0
Use email to find my return details now,0,0,1,1,0
Use email to find my return details!,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return!",0,0,1,1,0
"I lost my order ID, use my email and tell me about the return now",0,0,1,1,0
Look up return info by email,0,0,1,1,0
Tell me return status of my order found by email,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return",0,0,1,1,0
"I lost my order ID, use my email and tell me about the return.",0,0,1,1,0
Look up return info by email,0,0,1,1,0
Tell me return status of my order found by email!,0,0,1,1,0
Check my return status using my email asap,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return!",0,0,1,1,0
Check my return status using my email please,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return.",0,0,1,1,0
Check my return status using my email.,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return",0,0,1,1,0
Check my return status using my email now,0,0,1,1,0
Look up return info by email now,0,0,1,1,0
Use email to find my return details asap,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return now",0,0,1,1,0
Look up return info by email!,0,0,1,1,0
Tell me return status of my order found by email please,0,0,1,1,0
Tell me return status of my order found by email,0,0,1,1,0
Use email to find my return details now,0,0,1,1,0
Use email to find my return details please,0,0,1,1,0
Look up return info by email asap,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return please",0,0,1,1,0
Check my return status using my email please,0,0,1,1,0
Tell me return status of my order found by email please,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return asap",0,0,1,1,0
Tell me return status of my order found by email asap,0,0,1,1,0
Tell me return status of my order found by email.,0,0,1,1,0
Use email to find my return details now,0,0,1,1,0
Check my return status using my email.,0,0,1,1,0
Tell me return status of my order found by email asap,0,0,1,1,0
Look up return info by email please,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return asap",0,0,1,1,0
"I lost my order ID, use my email and tell me about the return!",0,0,1,1,0
Use email to find my return details,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return now",0,0,1,1,0
Look up return info by email.,0,0,1,1,0
Use email to find my return details please,0,0,1,1,0
Check my return status using my email,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return!",0,0,1,1,0
Use email to find my return details,0,0,1,1,0
Tell me return status of my order found by email please,0,0,1,1,0
Use email to find my return details.,0,0,1,1,0
Use email to find my return details asap,0,0,1,1,0
Use email to find my return details!,0,0,1,1,0
Use email to find my return details.,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return.",0,0,1,1,0
Check my return status using my email!,0,0,1,1,0
Check my return status using my email now,0,0,1,1,0
Use email to find my return details,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return asap",0,0,1,1,0
Tell me return status of my order found by email,0,0,1,1,0
Use email to find my return details asap,0,0,1,1,0
Use email to find my return details.,0,0,1,1,0
Tell me return status of my order found by email now,0,0,1,1,0
Look up return info by email now,0,0,1,1,0
Look up return info by email.,0,0,1,1,0
Look up return info by email!,0,0,1,1,0
Use email to find my return details!,0,0,1,1,0
Tell me return status of my order found by email asap,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return!",0,0,1,1,0
Tell me return status of my order found by email,0,0,1,1,0
Look up return info by email asap,0,0,1,1,0
Check my return status using my email please,0,0,1,1,0
Check my return status using my email,0,0,1,1,0
Look up return info by email please,0,0,1,1,0
Look up return info by email asap,0,0,1,1,0
Use email to find my return details!,0,0,1,1,0
Use email to find my return details.,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return.",0,0,1,1,0
Tell me return status of my order found by email.,0,0,1,1,0
Tell me return status of my order found by email now,0,0,1,1,0
Use email to find my return details please,0,0,1,1,0
Tell me return status of my order found by email now,0,0,1,1,0
Use email to find my return details.,0,0,1,1,0
Check my return status using my email.,0,0,1,1,0
Use email to find my return details now,0,0,1,1,0
Check my return status using my email.,0,0,1,1,0
Check my return status using my email!,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return please",0,0,1,1,0
Check my return status using my email asap,0,0,1,1,0
Use email to find my return details asap,0,0,1,1,0
Tell me return status of my order found by email.,0,0,1,1,0
Tell me return status of my order found by email asap,0,0,1,1,0
Use email to find my return details now,0,0,1,1,0
Use email to find my return details.,0,0,1,1,0
Check my return status using my email.,0,0,1,1,0
Check my return status using my email now,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return asap",0,0,1,1,0
"I lost my order ID, use my email and tell me about the return.",0,0,1,1,0
Tell me return status of my order found by email!,0,0,1,1,0
Tell me return status of my order found by email asap,0,0,1,1,0
Look up return info by email,0,0,1,1,0
Use email to find my return details asap,0,0,1,1,0
Look up return info by email please,0,0,1,1,0
Look up return info by email,0,0,1,1,0
Check my return status using my email asap,0,0,1,1,0
Check my return status using my email,0,0,1,1,0
Look up return info by email asap,0,0,1,1,0
Look up return info by email asap,0,0,1,1,0
Check my return status using my email now,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return asap",0,0,1,1,0
Check my return status using my email asap,0,0,1,1,0
Tell me return status of my order found by email,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return!",0,0,1,1,0
Tell me return status of my order found by email,0,0,1,1,0
Look up return info by email now,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return!",0,0,1,1,0
Look up return info by email,0,0,1,1,0
"I lost my order ID, use my email and tell me about the return asap",0,0,1,1,0
Look up return info by email,0,0,1,1,0
Use email to find my return details please,0,0,1,1,0
Tell me return status of my order found by email,0,0,1,1,0
Tell me return status of my order found by email,0,0,1,1,0
Use email to find my return details.,0,0,1,1,0
Use email to find my return details!,0,0,1,1,0
